municipio,user,no_Delegacion,delegacion,nrp,razonSocial,folio,periodo,nombre_estatus,foto_domicilio.lat,foto_domicilio.lng,lote,fecha,domicilio,fecha_accion_fiscal
Bogotá,9951,3,Baja California Sur,K7470681111,JORGE ELIECER GUAINAS MURILLO,300202206K7470681111,202206,Notificado 2a. Visita,20.59423728,-87.9116451,900048,20/08/2015,EL NUEVO SIGLO,17/11/2015
Bogotá,8996,19,Nuevo León,G8719395437,NEICER MAURICIO VEGA BOLIVAR,1900202302G8719395437,202302,Notificado 2a. Visita,20.23006833,-87.61148952,900055,25/11/2015,EL ESPECTADOR,18/04/2016
Bogotá,10169,17,Morelos,Z6381441727,MIGUEL MACHUCA PEREZ,1700202303Z6381441727,202303,No localizado 1er. Notificador,20.64279384,-87.63284882,900025,15/04/2013,EL ESPECTADOR,25/09/2013
Bogotá,9442,18,Nayarit,G6257730590,CAMILO ANDRES RODRIGUEZ RODRIGUEZ,1800202201G6257730590,202201,Citado,20.89738855,-87.87771149,900001,18/01/2016,EL ESPECTADOR,29/04/2016
Bogotá,8996,2,Baja California,O7986413008,CARLOS ALEXANDER ARENAS CASALLAS,200202301O7986413008,202301,Notificado 2a. Visita,20.49819025,-87.08782857,900007,27/03/2014,LA REPUBLICA,04/07/2014
Bogotá,8993,31,Yucatán,V8615030190,JUAN CARLOS MILLAN ALARCON,3100202303V8615030190,202303,Notificado 2a. Visita,20.98657479,-87.11234821,900023,15/04/2013,EL ESPECTADOR,25/09/2013
Bogotá,10102,8,Coahuila,A6416721870,ALVARO GONZALEZ ROMERO,800202302A6416721870,202302,Notificado 1a. Visita,20.48527648,-87.36477481,900018,25/02/2013,EL ESPECTADOR,05/08/2013
Bogotá,8988,15,Jalisco,U6966954459,TARCISIO CAÑIZALEZ OLIVARES,1500202206U6966954459,202206,Notificado 1a. Visita,20.67002805,-87.79306529,900029,27/03/2015,LA REPUBLICA,27/04/2015
Bogotá,8994,25,Sinaloa,D6969336733,HENRY JOSE GUERRERO GAVILAN,2500202202D6969336733,202202,Notificado 1a. Visita,20.22241704,-87.9422583,900030,27/03/2015,LA REPUBLICA,27/04/2015
Bogotá,10220,10,Durango,W2972948179,RICARDO QUIMBAYO FLORIDO,1000202206W2972948179,202206,No localizado  2° Notificador,20.53717784,-87.43380453,900005,06/02/2015,LA REPUBLICA,23/02/2015
Bogotá,9742,7,Ciudad de México,T6428037562,EDINSON MURILLO ORJUELA,700202301T6428037562,202301,Notificado 2a. Visita,20.6862873,-87.01759107,900002,04/02/2015,LA REPUBLICA,23/02/2015
Bogotá,8994,17,Morelos,N1871247988,JOSE SANDRO MORENO CAVIEDES,1700202303N1871247988,202303,Citado,20.25331234,-87.77379241,900021,19/03/2015,LA REPUBLICA,13/04/2015
Bogotá,9960,10,Durango,C9214850544,JULIO CESAR VILLANUEVA,1000202201C9214850544,202201,Notificado 1a. Visita,20.43669181,-87.93249178,900028,27/03/2015,LA REPUBLICA,27/04/2015
Bogotá,9732,30,Veracruz,Z6304950933,RUBEN DARIO GUAYARA,3000202204Z6304950933,202204,Notificado 1a. Visita,20.25022861,-87.90794573,900034,30/03/2015,LA REPUBLICA,27/04/2015
Bogotá,10015,12,Guanajuato,O7434567989,ROJAS ESTEBAN,1200202201O7434567989,202201,Notificado 1a. Visita,20.56307894,-87.01049251,900045,18/11/2016,EL ESPECTADOR,09/05/2019
Bogotá,9742,4,Campeche,I5779734776,ROSEBEL CAPERA SANCHEZ,400202206I5779734776,202206,Notificado 1a. Visita,20.33479964,-87.63569174,900018,19/03/2015,LA REPUBLICA,13/04/2015
Bogotá,10015,3,Baja California Sur,J4345570469,HECTOR ALBERTO CALDERON VILLANUEVA,300202203J4345570469,202203,Notificado 2a. Visita,20.78288766,-87.16130255,900007,25/02/2015,LA REPUBLICA,13/03/2015
Bogotá,9975,9,Colima,W3978669964,VICTOR MANUEL PRADA OVIEDO,900202304W3978669964,202304,Citado,20.42204743,-87.87326235,900013,04/03/2015,LA REPUBLICA,30/03/2015
Bogotá,9960,9,Colima,X5150629920,FABIAN ANDRES GUARNIZO MENDOZA,900202204X5150629920,202204,No localizado 1er. Notificador,20.87340483,-87.59078455,900041,01/04/2015,LA REPUBLICA,27/04/2015
Bogotá,8989,24,San Luis Potosí,J1839169574,LONDOÑO JAVIER,2400202302J1839169574,202302,Citado,20.28459103,-87.64095267,900006,23/03/2017,EL ESPECTADOR,09/05/2019
Bogotá,9952,28,Tamaulipas,F6923581590,COMERCIALIZADORA MARVIA SAS EN LIQUIDACIÓN,2800202203F6923581590,202203,Citado,20.57043828,-87.72604407,609,30/09/2015,EL ESPECTADOR,01/12/2016
Bogotá,9951,20,Oaxaca,F6188422701,PARTS COMUNICATTION COL. LTDA.,2000202202F6188422701,202202,No localizado 1er. Notificador,20.54530928,-87.75715711,900095,30/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,9952,31,Yucatán,L9558353010,CIRURTEX S.A.S.,3100202302L9558353010,202302,Citado,20.36659711,-87.95678056,900038,27/06/2013,EL ESPECTADOR,21/10/2013
Bogotá,8995,20,Oaxaca,C4238966132,JORIB DE COLOMBIA LIMITADA C.I.,2000202201C4238966132,202201,Notificado 2a. Visita,20.75986651,-87.78754213,900158,04/12/2018,EL ESPECTADOR,20/12/2019
Bogotá,9078,10,Durango,N6245222266,COMERCIALIZADORA ENRIQUE MARTÍNEZ HERRERA SAS,1000202203N6245222266,202203,Citado,20.20551578,-87.83327534,660,19/10/2015,EL ESPECTADOR,13/12/2016
Bogotá,9076,32,Zacatecas,C3061489364,COMERCIALIZADORA NABEL EU,3200202201C3061489364,202201,No localizado  2° Notificador,20.23858399,-87.38008341,900049,21/09/2017,EL ESPECTADOR,09/05/2019
Bogotá,9742,9,Colima,A1646096833,VG COMERCIAL E.U.,900202203A1646096833,202203,Citado,20.0656215,-87.29668363,900003,31/07/2012,LA REPUBLICA,31/03/2013
Bogotá,10140,2,Baja California,Y8329919898,IVAN RUBIANO C CONSTRUCTORES S.A.S.,200202203Y8329919898,202203,Citado,20.68412426,-87.1509516,900001,07/01/2014,LA REPUBLICA,09/05/2014
Bogotá,10015,26,Sonora,X1259338089,DERQUIM LTDA,2600202301X1259338089,202301,No localizado 1er. Notificador,20.89998329,-87.04640205,900039,09/09/2013,LA REPUBLICA,11/03/2014
Bogotá,8991,30,Veracruz,D8660062106,DERPET LTDA,3000202201D8660062106,202201,Notificado 2a. Visita,20.84713903,-87.52266399,900040,09/09/2013,LA REPUBLICA,11/03/2014
Bogotá,10315,9,Colima,A5468054801,CI IMPORLONAS SAS,900202301A5468054801,202301,No localizado 1er. Notificador,20.05412224,-87.52026897,900100,05/12/2017,EL ESPECTADOR,09/05/2019
Bogotá,0993,24,San Luis Potosí,W1537652137,ML METALES Y LAMINAS E.U.,2400202203W1537652137,202203,No localizado  2° Notificador,20.82171725,-87.53792033,900053,03/10/2017,EL ESPECTADOR,09/05/2019
Bogotá,9951,32,Zacatecas,M6809642150,GRUPO LA FERRE SAS,3200202302M6809642150,202302,No localizado  2° Notificador,20.25132214,-87.56073062,900096,22/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,8988,22,Querétaro,J2824890426,METALES Y OXICORTES LTDA,2200202303J2824890426,202303,No localizado  2° Notificador,20.41931517,-87.20717739,900157,03/12/2018,EL ESPECTADOR,20/12/2019
Bogotá,10169,29,Tlaxcala,M4818817965,COMPFER COL EU,2900202206M4818817965,202206,Citado,20.65016708,-87.29518735,900052,29/10/2015,EL ESPECTADOR,18/04/2016
Bogotá,10323,31,Yucatán,E7228515722,COMERCIALIZADORA Y DISTRIBUIDORA GRAHU LTDA.,3100202202E7228515722,202202,Citado,20.22702485,-87.45091113,900115,02/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,10299,16,Michoacán,F4794236030,COMERCIALIZADORA DRAYCO SAS,1600202301F4794236030,202301,Citado,20.50341259,-87.10390462,900054,29/10/2015,EL ESPECTADOR,18/04/2016
Bogotá,10322,17,Morelos,G3714832581,KSOTO E.U.,1700202303G3714832581,202303,Notificado 2a. Visita,20.27701558,-87.95570579,900069,02/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,10102,22,Querétaro,W8154846605,COMERCIALIZADORA & IMPORTADORA NISSY SAS,2200202201W8154846605,202201,Notificado 2a. Visita,20.65302817,-87.46890498,900092,17/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,8988,9,Colima,S5856029754,IMPREACABADOS GRAFICOS EDITORES LTDA,900202202S5856029754,202202,No localizado 1er. Notificador,20.88896769,-87.3955296,900148,27/11/2018,EL ESPECTADOR,20/12/2019
Bogotá,9742,13,Guerrero,V1431795560,QUIMICA MEDICA Y VETERINARIA LIMITADA,1300202206V1431795560,202206,Notificado 2a. Visita,20.12307256,-87.56366517,900037,03/10/2016,EL ESPECTADOR,09/05/2019
Bogotá,1108,24,San Luis Potosí,Y1225194600,LA TIENDA DEL PUNTO IN LIMITADA,2400202304Y1225194600,202304,No localizado 1er. Notificador,20.11336062,-87.61638297,900137,16/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,9442,15,Jalisco,D7251481676,COMERCIALIZADORA 3M MIMAMA EU,1500202302D7251481676,202302,Citado,20.52056244,-87.89787549,900053,29/10/2015,EL ESPECTADOR,18/04/2016
Bogotá,10322,18,Nayarit,L7427022063,COMERCIALIZADORA DE METALES MONSERRATE LTDA,1800202205L7427022063,202205,Notificado 1a. Visita,20.50682595,-87.10868159,4096,18/10/2012,LA REPUBLICA,31/03/2013
Bogotá,8991,22,Querétaro,S3058967605,TEXCOLTEX S.A.S.,2200202304S3058967605,202304,Notificado 1a. Visita,20.79802381,-87.3376763,900037,27/06/2013,EL ESPECTADOR,21/10/2013
Bogotá,8996,25,Sinaloa,V8616247241,METALES NUTIBARA LTDA,2500202303V8616247241,202303,No localizado  2° Notificador,20.92958603,-87.64121389,3339,31/08/2012,LA REPUBLICA,31/03/2013
Bogotá,9077,32,Zacatecas,V5030902932,COMERCIALIZADORA ERG SAS,3200202303V5030902932,202303,Notificado 2a. Visita,20.47636768,-87.1186049,900078,09/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,1108,20,Oaxaca,A2590322392,SOLO ELECTRONICA DEL LAGO LIMITADA,2000202302A2590322392,202302,Notificado 2a. Visita,20.55812659,-87.35005973,900042,13/10/2016,EL ESPECTADOR,09/05/2019
Bogotá,0993,30,Veracruz,Y2782720330,OPUS CONSTRUCCION LIMITADA,3000202201Y2782720330,202201,Notificado 2a. Visita,20.34811169,-87.06502429,900041,11/10/2016,EL ESPECTADOR,09/05/2019
Bogotá,8994,7,Ciudad de México,F4756902626,METALCOL CYM LTDA.,700202302F4756902626,202302,Citado,20.98717391,-87.87454844,151,15/01/2013,EL ESPECTADOR,15/06/2013
Bogotá,10299,3,Baja California Sur,Z4716164024,GLOBAL METAL LTDA,300202301Z4716164024,202301,Notificado 2a. Visita,20.50747141,-87.37068186,3341,31/08/2012,LA REPUBLICA,31/03/2013
Bogotá,10140,26,Sonora,L3858279948,GALAXCHATARRERIA LTDA,2600202301L3858279948,202301,Notificado 2a. Visita,20.75973304,-87.57125876,3340,31/08/2012,LA REPUBLICA,31/03/2013
Bogotá,9974,27,Tabasco,R7412733512,MAGTEX S.A.S.,2700202206R7412733512,202206,Notificado 2a. Visita,20.12733331,-87.59173282,900033,27/06/2013,EL ESPECTADOR,21/10/2013
Bogotá,8991,3,Baja California Sur,R5617468226,RESIDUOS SANTAFE SAS,300202201R5617468226,202201,Notificado 1a. Visita,20.83910337,-87.36642878,900028,12/06/2013,EL ESPECTADOR,21/10/2013
Bogotá,9442,8,Coahuila,S2706810846,FUNDIMETALES MS LTDA.,800202304S2706810846,202304,No localizado  2° Notificador,20.00926356,-87.90636314,152,15/01/2013,EL ESPECTADOR,15/06/2013
Bogotá,9078,16,Michoacán,C8141306016,INGENIERIA Y LOGISTICA EN SEG.LTDA.,1600202302C8141306016,202302,No localizado 1er. Notificador,20.11175965,-87.99622809,900058,18/10/2017,EL ESPECTADOR,09/05/2019
Bogotá,9075,6,Chihuahua,O7543144270,CHATARRA Y ALUMINIO INDUSTRIAL S.A.S.,600202205O7543144270,202205,Notificado 1a. Visita,20.40494962,-87.52062843,900032,21/06/2013,LA REPUBLICA,23/04/2014
Bogotá,8992,26,Sonora,O8582349655,TRANSPORTES Y ALQUILERES INTERMEDIOS LIMITADA,2600202304O8582349655,202304,Notificado 1a. Visita,20.95888543,-87.17357266,900034,13/09/2016,EL ESPECTADOR,09/05/2019
Bogotá,10220,20,Oaxaca,V3432787365,CHATARRERIA EL PADRINO LTDA,2000202304V3432787365,202304,No localizado  2° Notificador,20.35792234,-87.16620681,900004,31/07/2012,LA REPUBLICA,14/11/2012
Bogotá,8990,26,Sonora,Z1531026507,CURTITALPIELES COLOMBIA S.A.,2600202203Z1531026507,202203,Notificado 2a. Visita,20.65908426,-87.10066439,900093,18/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,9075,31,Yucatán,H8440607959,GLOBAL COMERCIAL BOGOTA LTDA,3100202304H8440607959,202304,No localizado 1er. Notificador,20.88822643,-87.45513186,900033,19/08/2016,EL ESPECTADOR,09/05/2019
Bogotá,10299,3,Baja California Sur,Y1992028923,SOLUCIONES INTERCONTINENTALES SAS,300202205Y1992028923,202205,Citado,20.97876265,-87.73304731,900011,10/04/2014,LA REPUBLICA,25/07/2014
Bogotá,8988,16,Michoacán,R3011745534,COMERCIALIZADORA DE METALES CHIPAQUE SAS,1600202201R3011745534,202201,No localizado 1er. Notificador,20.04323489,-87.96368141,900030,21/06/2013,EL ESPECTADOR,21/10/2013
Bogotá,8988,2,Baja California,N6672312707,TRANSFORMADORA DE DESPERDICIOS MORALES SAS,200202206N6672312707,202206,Citado,20.25173488,-87.83995965,900031,21/06/2013,EL ESPECTADOR,21/10/2013
Bogotá,0993,30,Veracruz,W8664659409,CONFECCIONES DE LA SABANA S.A.S.,3000202206W8664659409,202206,Notificado 1a. Visita,20.2900291,-87.51838473,900041,09/09/2013,LA REPUBLICA,11/03/2014
Bogotá,9960,25,Sinaloa,O3319755280,BOGOTANA DE TEXTILES GONZALEZ S.A.S.,2500202302O3319755280,202302,No localizado 1er. Notificador,20.20426933,-87.10450211,900042,25/10/2013,LA REPUBLICA,11/03/2014
Bogotá,10220,29,Tlaxcala,G6189344342,GRUPO EMPRESARIAL ALFA & OMEGA. COM LIMITADA,2900202202G6189344342,202202,Citado,20.41839764,-87.47795148,900141,19/11/2018,EL ESPECTADOR,20/12/2019
Bogotá,9076,9,Colima,H9781847058,INDUSTRIAS DIGITALES DE COLOMBIA S.A.S.,900202302H9781847058,202302,No localizado  2° Notificador,20.16361916,-87.07842753,900050,21/09/2017,EL ESPECTADOR,09/05/2019
Bogotá,0993,18,Nayarit,N8504073144,COMERCIALIZADORA INNOVADORA DE COL. SAS,1800202304N8504073144,202304,Citado,20.52917469,-87.5988141,900099,24/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,9078,10,Durango,D2161886260,COMERCIALIZADORA CARVAJAL MYV SAS,1000202302D2161886260,202302,Notificado 1a. Visita,20.28186838,-87.78610465,900027,07/06/2013,EL ESPECTADOR,21/10/2013
Bogotá,9974,13,Guerrero,Q4855139241,TECHNIMAQ S.A.S.,1300202201Q4855139241,202201,Notificado 1a. Visita,20.14148326,-87.22242893,900052,02/10/2017,EL ESPECTADOR,09/05/2019
Bogotá,9442,18,Nayarit,O8403949282,FERRIMETALES S.A.S.,1800202202O8403949282,202202,Notificado 2a. Visita,20.95833811,-87.38787125,900029,24/07/2017,EL ESPECTADOR,09/05/2019
Bogotá,10299,27,Tabasco,H7467721624,CONFECCIONES BABILONIA T & S S.A.S.,2700202304H7467721624,202304,No localizado 1er. Notificador,20.13712486,-87.20645599,900034,27/06/2013,EL ESPECTADOR,21/10/2013
Bogotá,9886,26,Sonora,X3341427519,TEXTILERAMATIX S.A.S.,2600202304X3341427519,202304,Notificado 2a. Visita,20.88395026,-87.96950245,900035,27/06/2013,EL ESPECTADOR,21/10/2013
Bogotá,9077,7,Ciudad de México,T8468788469,FASHION TEXTIL LOPEZ S.A.S.,700202205T8468788469,202205,Citado,20.34748903,-87.97876887,900036,27/06/2013,EL ESPECTADOR,21/10/2013
Bogotá,8988,19,Nuevo León,P8045446508,ITS INTERNATIONAL SERVICES S.A.S.,1900202203P8045446508,202203,No localizado  2° Notificador,20.37819627,-87.07973586,900090,29/07/2019,EL ESPECTADOR,20/12/2019
Bogotá,1107,12,Guanajuato,D9669635574,MONTAJE Y CONSTRUCCIONES VENTURA S.A.S.,1200202204D9669635574,202204,Notificado 1a. Visita,20.60319987,-87.01646225,900085,15/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,8990,5,Chiapas,Z4311356931,COMERCIALIZADORA SIQUEM S.A.S.,500202205Z4311356931,202205,Notificado 2a. Visita,20.1969629,-87.91899735,900095,22/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,1107,20,Oaxaca,O6319514958,MHE SAS EN LIQUIDACIÓN,2000202301O6319514958,202301,Citado,20.62571318,-87.00361052,616,02/10/2015,EL ESPECTADOR,26/12/2016
Bogotá,8993,29,Tlaxcala,T5179995902,PRINTER SYSTEMAS S.A.S,2900202302T5179995902,202302,Citado,20.12586637,-87.07155769,900086,16/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,10322,16,Michoacán,N1001285181,DYCON INGENIERIA S.A.S.,1600202201N1001285181,202201,Notificado 1a. Visita,20.21330592,-87.48033931,900079,09/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,8996,27,Tabasco,Q5505029094,FARMACEUTICA EL PROGRESO S.A.S.,2700202203Q5505029094,202203,No localizado 1er. Notificador,20.77063746,-87.47718218,900025,24/07/2017,EL ESPECTADOR,09/05/2019
Bogotá,8996,26,Sonora,W1735272182,ROPA INTERIOR EL EMPORIO S.A.S.,2600202202W1735272182,202202,Citado,20.93072521,-87.55617788,900121,09/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,10299,19,Nuevo León,Q2876078658,COMERCIALIZADORA JELTEX SAS,1900202302Q2876078658,202302,Notificado 1a. Visita,20.83321909,-87.84704621,900102,25/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,8991,20,Oaxaca,H7973029548,TECNI MUNDO S.A.S.,2000202205H7973029548,202205,Notificado 2a. Visita,20.49564132,-87.81423247,900057,11/10/2017,EL ESPECTADOR,09/05/2019
Bogotá,9442,11,Estado de México,P4478174158,TRANSPORTES Y CONTENEDORES LIMITADA,1100202302P4478174158,202302,Notificado 2a. Visita,20.25954078,-87.33864112,900039,06/10/2016,EL ESPECTADOR,09/05/2019
Bogotá,8991,6,Chihuahua,B1042572652,EL PORTAL DEL ASEO LILI SAS,600202205B1042572652,202205,No localizado  2° Notificador,20.23096211,-87.96772839,900103,25/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,1108,2,Baja California,G4842420671,MULTIALEX PLAS Y SUS DERIVADOS S.A.S.,200202206G4842420671,202206,No localizado 1er. Notificador,20.39822482,-87.06982273,900096,30/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,9974,32,Zacatecas,C2649477170,GRUPO EMPRESARIAL COLFUTURO S.A.S.,3200202301C2649477170,202301,Notificado 2a. Visita,20.67596233,-87.19485579,900087,22/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,9812,12,Guanajuato,D7131434150,FERRIMUNDO S.A.S.,1200202301D7131434150,202301,Notificado 1a. Visita,20.17353311,-87.44953165,900043,04/09/2017,EL ESPECTADOR,09/05/2019
Bogotá,9079,18,Nayarit,X4070841508,HIPERCOMERX S.A.S.,1800202202X4070841508,202202,No localizado 1er. Notificador,20.09295085,-87.79490752,900027,24/07/2017,EL ESPECTADOR,09/05/2019
Bogotá,9079,9,Colima,O3175539747,TRANSTECNICA S.A.S.,900202205O3175539747,202205,Notificado 1a. Visita,20.37736696,-87.91362818,900099,05/12/2017,EL ESPECTADOR,09/05/2019
Bogotá,8995,20,Oaxaca,B3252105380,A Y E ARCHIVOS Y ENCUADERNACION SAS,2000202302B3252105380,202302,Citado,20.46304666,-87.56904306,900094,18/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,10102,21,Puebla,B3297578514,INVERSIONES Y COMERCIALIZADORA J E S.A.S.,2100202304B3297578514,202304,Citado,20.13573727,-87.31503621,900034,11/08/2017,EL ESPECTADOR,09/05/2019
Bogotá,8996,21,Puebla,K8419487570,DEPOSITO Y FERRETERIA DANDYS.A.S.,2100202201K8419487570,202201,No localizado 1er. Notificador,20.35610141,-87.01016075,900028,24/07/2017,EL ESPECTADOR,09/05/2019
Bogotá,10220,17,Morelos,B3294416113,PROVEECOMER S.A.S.,1700202201B3294416113,202201,Notificado 1a. Visita,20.54860966,-87.45043112,900054,04/10/2017,EL ESPECTADOR,09/05/2019
Bogotá,9079,8,Coahuila,Y3162882630,GRUPOTEXX S.A.S.,800202304Y3162882630,202304,Notificado 2a. Visita,20.26194353,-87.01732319,900076,08/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,9960,21,Puebla,Q6866676589,GRUPO PLASERVIC SAS,2100202203Q6866676589,202203,Notificado 1a. Visita,20.00429486,-87.40778169,900094,28/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,9974,12,Guanajuato,V5422456500,GLOBAL TRADING AND SERVICES S.A.S,1200202204V5422456500,202204,No localizado  2° Notificador,20.35348902,-87.6806963,900145,22/11/2018,EL ESPECTADOR,20/12/2019
Bogotá,9974,17,Morelos,A8698223348,IRON COMPANY SAS,1700202201A8698223348,202201,Notificado 2a. Visita,20.55395659,-87.33041554,900139,19/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,8990,10,Durango,O7376005287,FACORPLAST SAS,1000202203O7376005287,202203,Notificado 2a. Visita,20.9279476,-87.53447865,900120,08/11/2018,EL ESPECTADOR,20/12/2019
Bogotá,9886,12,Guanajuato,Z8908256642,COMPAÑÍA DE INTERMEDIACION COMERCIAL Y DE SERVICIOS ANDINA,1200202302Z8908256642,202302,No localizado 1er. Notificador,20.43170639,-87.79261157,900134,14/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,8990,8,Coahuila,W8758677156,ALPAVIL S.A.S,800202202W8758677156,202202,Notificado 2a. Visita,20.20839618,-87.39778618,900149,27/11/2018,EL ESPECTADOR,20/12/2019
Bogotá,8995,32,Zacatecas,T8197465980,SEDICOR SAS,3200202302T8197465980,202302,Notificado 2a. Visita,20.42066466,-87.10878639,900100,24/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,10140,11,Estado de México,M5491792844,FERRETERIA INDUCOL S.A.S.,1100202204M5491792844,202204,Citado,20.6772758,-87.94211065,900113,18/12/2017,EL ESPECTADOR,09/05/2019
Bogotá,9952,16,Michoacán,K5252969985,COMERCIALIZADORA DEL ORIENTE S.A.S,1600202301K5252969985,202301,No localizado  2° Notificador,20.24095434,-87.76669677,900088,22/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,9079,3,Baja California Sur,Z4131451715,CENTRO DE REPUESTOS AUTOCAR SAS,300202204Z4131451715,202204,Notificado 2a. Visita,20.54917063,-87.83743918,900143,22/11/2018,EL ESPECTADOR,20/12/2019
Bogotá,9732,26,Sonora,N8814870075,SOLUCIONES ELECTRICAS Y FERRETERAS S.A.S.,2600202304N8814870075,202304,Citado,20.33411348,-87.70078276,900085,15/07/2019,EL ESPECTADOR,20/12/2019
Bogotá,10322,7,Ciudad de México,U2241198652,COMERCIALIZADORA FEMEXA S.A.S,700202203U2241198652,202203,Citado,20.8078056,-87.41508869,900062,26/10/2017,EL ESPECTADOR,09/05/2019
Bogotá,9974,16,Michoacán,X5962397923,CHAPINERO EXPRESS SAS,1600202204X5962397923,202204,No localizado 1er. Notificador,20.28123543,-87.82889207,900098,22/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,9078,9,Colima,V3446320976,COMERCIALIZADORA INDUSTRIAL COLOMBIA SAS,900202301V3446320976,202301,Notificado 2a. Visita,20.157197,-87.19430123,900122,09/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,10015,3,Baja California Sur,I5993175711,DISTRIBUIDORA Y COMERCIALIZADORA DEL RICAURTE SAS,300202203I5993175711,202203,Notificado 2a. Visita,20.84241836,-87.39165226,900114,02/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,9974,9,Colima,W5478481485,DISTRIBUCIONES NACIONALES DINAL S.A.S.,900202304W5478481485,202304,Citado,20.80187726,-87.13463073,900092,27/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,9077,24,San Luis Potosí,D3114825655,DISTRIBUCIONES FERREACERO SAS,2400202301D3114825655,202301,Citado,20.34467085,-87.48812574,900110,01/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,0993,16,Michoacán,B3250579686,GESTION EMPRESARIAL NAJEL S.A.S.,1600202202B3250579686,202202,Citado,20.33318727,-87.81103437,900160,06/12/2018,EL ESPECTADOR,20/12/2019
Bogotá,9076,14,Hidalgo,G5788674950,COMERCIALIZADORA GERC S.A.S.,1400202206G5788674950,202206,Notificado 2a. Visita,20.50484446,-87.1047118,900061,26/10/2017,EL ESPECTADOR,09/05/2019
Bogotá,9951,28,Tamaulipas,F6317115710,LAMINAS Y ACEROS DE COL. S.A.S.,2800202204F6317115710,202204,Notificado 1a. Visita,20.35104285,-87.92538679,900104,25/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,9742,6,Chihuahua,I2088693402,FERRECARIBES S.A.S.,600202303I2088693402,202303,Citado,20.55023303,-87.38118794,900077,24/05/2019,EL ESPECTADOR,20/12/2019
Bogotá,9075,21,Puebla,K8001665186,PLASTIPOLIMEROS SAS,2100202205K8001665186,202205,No localizado 1er. Notificador,20.21928457,-87.40103543,900151,29/11/2018,EL ESPECTADOR,20/12/2019
Bogotá,9974,8,Coahuila,F5978779806,ULTRA ELECTRONICOS S.A.S,800202301F5978779806,202301,Notificado 1a. Visita,20.02902403,-87.59664834,900147,26/11/2018,EL ESPECTADOR,20/12/2019
Bogotá,10315,19,Nuevo León,T8136325157,COMERCIALIZADORA CANAXCOL S.A.S,1900202303T8136325157,202303,Notificado 2a. Visita,20.60103122,-87.59370681,900146,22/11/2018,EL ESPECTADOR,20/12/2019
Bogotá,9442,13,Guerrero,C8984258793,MULTIREPUESTOS EL TREBOLL SAS,1300202304C8984258793,202304,Notificado 1a. Visita,20.43666112,-87.29173694,900150,28/11/2018,EL ESPECTADOR,20/12/2019
Bogotá,9886,22,Querétaro,P3872953212,DEPOSITO DISMAHIERROS S.A.S.,2200202304P3872953212,202304,No localizado  2° Notificador,20.49001448,-87.76243758,900064,15/08/2018,EL ESPECTADOR,09/05/2019
Bogotá,9974,20,Oaxaca,H3561140029,RECUPERADORA DE MATERIALES DE COLOMBIA S.A.S.,2000202206H3561140029,202206,No localizado  2° Notificador,20.22894392,-87.42509528,900136,15/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,10140,26,Sonora,V8120517545,EMAN SOLUCIONES S.A.S.,2600202206V8120517545,202206,Notificado 2a. Visita,20.60635006,-87.9312349,900088,23/07/2019,EL ESPECTADOR,20/12/2019
Bogotá,1108,20,Oaxaca,O5432814322,ALMACEN DE ELECTRICOS KYP SAS,2000202304O5432814322,202304,Notificado 1a. Visita,20.91252069,-87.28910327,900119,07/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,10322,24,San Luis Potosí,Q8383345233,C A FORERO Y CIA. S.A.S.,2400202204Q8383345233,202204,Notificado 2a. Visita,20.82444118,-87.6637596,900135,15/11/2018,EL ESPECTADOR,09/05/2019
